RecordID,StudentID,StudentName,Gender,Level,Department,CourseCode,CourseTitle,ExamDate,ExamStart,DurationMin,NumQuestions,Location,Seat,Invigilator,MalpracticeType,Evidence,ReportDetails,Penalty,Outcome,Grade
421,U2024/929696,Iremide Ogunbadejo,Female,200,Information Technology,ECO202,Macro Economics,2024-10-12,13:00,60,40,Main Hall B,K21,Mr. C. Nnaji,Unauthorized material (calculator),Yes,Whispering repeatedly despite warnings,Warning,Confirmed,D
422,U2020/746288,Kemi Ogunbiyi,Female,400,Information Technology,STA201,Probability Theory,2024-12-09,08:45,150,40,CBN Hall,M28,Prof. H. Danladi,Bribery attempt,Yes,Verbal threat reported by invigilator,Warning,Cleared (insufficient evidence),C
423,U2022/240789,Opeyemi Kalu,Male,300,Mass Communication,CSC307,Database Systems,2024-10-30,11:15,150,40,Old Hall,N27,Dr. R. Hassan,Cheat notes/crib,Yes,Notes found under question paper,Suspension (1 semester),Confirmed,D
424,U2023/760374,Precious Ogunleye,Female,300,Mechanical Engineering,STA201,Probability Theory,2024-07-29,16:00,90,40,Main Hall B,D04,Mr. T. Okeke,Threat/harassment of invigilator,No,Name on script mismatched ID card,Suspension (2 semesters),Confirmed,C
425,U2024/361063,Tochi Ajayi,Female,200,Mechanical Engineering,CSC401,Distributed Systems,2025-06-03,09:45,150,50,Sports Complex Hall,D18,Dr. L. Ekanem,Collusion/whispering,Yes,Student observed using phone camera,Score Cancelled (0),Pending,F
426,U2023/548158,Ngozi Otedola,Male,400,Economics,BIO203,Biochemistry I,2024-06-20,15:45,150,60,Old Hall,M12,Dr. R. Hassan,Collusion/whispering,Yes,Programmable calculator with stored notes,Warning,Confirmed,E
427,U2020/625021,Janet Nnaji,Female,300,Economics,ECO202,Macro Economics,2025-07-29,15:00,120,40,Engineering LT,G26,Mrs. J. Obi,Disorderly conduct,Yes,Programmable calculator with stored notes,Warning,On Appeal,E
428,U2022/634363,Paul Ogunbanjo,Female,100,Economics,POL204,Nigerian Government,2024-02-09,09:45,180,40,Main Hall A,L25,Mr. C. Nnaji,Impersonation,Yes,Name on script mismatched ID card,Score Cancelled + Repeat Course,Cleared (insufficient evidence),D
429,U2021/112936,Sade Olanrewaju,Female,300,Physics,CSC205,Data Structures,2024-01-29,10:30,180,60,Engineering LT,M38,Mrs. K. Adeyemi,Collusion/whispering,Yes,Offered inducement after paper,Expulsion (severe cases),Confirmed,F
430,U2020/214582,Hassan Ogunmokun,Female,200,Political Science,ACC201,Financial Accounting,2025-03-13,12:30,180,60,Auditorium,E48,Prof. H. Danladi,Threat/harassment of invigilator,Yes,Programmable calculator with stored notes,Suspension (1 semester),Confirmed,F
431,U2021/284970,Efe Onyema,Male,200,Political Science,CSC101,Introduction to Computer Science,2025-05-18,08:00,60,60,CBN Hall,H12,Mrs. P. Lawal,Bribery attempt,Yes,Student observed using phone camera,Expulsion (severe cases),Pending,E
432,U2021/183686,Fatima Olawale,Female,200,Mechanical Engineering,IFT212,Systems Programming,2024-03-01,10:15,120,60,Main Hall B,E05,Mrs. J. Obi,Disorderly conduct,Yes,Notes found under question paper,Expulsion (severe cases),Confirmed,E
433,U2024/930248,Precious Okonkwo,Female,400,Physics,MEE201,Thermodynamics,2024-04-13,08:00,120,25,New Hall,H49,Mrs. J. Obi,Threat/harassment of invigilator,Yes,Verbal threat reported by invigilator,Suspension (2 semesters),Pending,E
434,U2023/832229,Oge Akinwale,Male,300,Accounting,BIO203,Biochemistry I,2024-09-02,13:45,150,25,CBN Annex,B56,Mrs. P. Lawal,Exam script exchange,No,Identical answers with neighbor,Score Cancelled (0),Confirmed,F
435,U2022/810860,Omoni Adelakun,Female,300,Mass Communication,IFT211,Computer Organization & Architecture,2025-05-01,16:45,90,25,Engineering LT,M40,Mrs. K. Adeyemi,Exam script exchange,Yes,Scripts exchanged mid-exam,Score Cancelled (0),Pending,E
436,U2024/589478,Ada Ogunmodede,Male,100,Mathematics,MEE201,Thermodynamics,2025-01-29,12:15,90,25,New Hall,L35,Prof. H. Danladi,Collusion/whispering,Yes,Name on script mismatched ID card,Expulsion (severe cases),Pending,D
437,U2020/797802,Bola Akpan,Female,100,Economics,CSC301,Operating Systems,2024-01-30,10:30,150,50,Main Hall B,N45,Mrs. J. Obi,Impersonation,Yes,Name on script mismatched ID card,Suspension (1 semester),Confirmed,F
438,U2020/193469,David Ogunyinka,Male,100,Physics,MIC301,Microbiology Techniques,2024-12-17,14:45,180,60,Main Hall B,K24,Mr. T. Okeke,Impersonation,Yes,Scripts exchanged mid-exam,Suspension (2 semesters),Pending,F
439,U2024/795984,Oluwadamilola Ogunyinka,Male,100,Business Administration,POL204,Nigerian Government,2024-03-04,16:15,150,60,Main Hall B,G01,Mrs. P. Lawal,Exam script exchange,Yes,Raised voice; disrupted hall,Score Cancelled (0),Confirmed,D
440,U2020/386735,Paul Ogunmokun,Female,200,Mass Communication,PHY102,General Physics II,2025-04-11,10:30,90,25,Sports Complex Hall,D32,Dr. R. Hassan,Threat/harassment of invigilator,Yes,Programmable calculator with stored notes,Suspension (1 semester),Confirmed,B
441,U2020/674559,Collins Ogunmola,Female,200,Political Science,STA201,Probability Theory,2024-08-03,11:00,90,60,Sports Complex Hall,H23,Mr. C. Nnaji,Unauthorized material (calculator),Yes,Programmable calculator with stored notes,Score Cancelled (0),Confirmed,C
442,U2022/579757,Zubair Ogunbote,Male,300,Mathematics,PHY102,General Physics II,2024-07-18,16:45,60,40,New Hall,M31,Dr. R. Hassan,Exam script exchange,Yes,Whispering repeatedly despite warnings,Score Cancelled (0),Confirmed,D
443,U2020/223047,Khadija Ogunseye,Female,100,Accounting,IFT212,Systems Programming,2024-04-14,10:45,150,40,CBN Annex,G10,Mr. C. Nnaji,Cheat notes/crib,Yes,Name on script mismatched ID card,Warning,Cleared (insufficient evidence),B
444,U2020/225829,Sade Olawale,Male,400,Mass Communication,IFT211,Computer Organization & Architecture,2024-11-05,10:45,60,60,New Hall,L43,Mrs. P. Lawal,Unauthorized material (calculator),Yes,Name on script mismatched ID card,Score Cancelled + Repeat Course,Confirmed,B
445,U2024/293871,Oge Ibrahim,Female,400,Business Administration,POL204,Nigerian Government,2024-04-06,10:45,150,60,Old Hall,J51,Mrs. P. Lawal,Copying from neighbor,Yes,Raised voice; disrupted hall,Score Cancelled (0),Pending,B
446,U2020/235073,Oluwatobi Olayinka,Male,100,Statistics,POL204,Nigerian Government,2024-07-31,09:15,180,40,Main Hall B,J17,Dr. A. Musa,Cheat notes/crib,Yes,Student observed using phone camera,Warning,Confirmed,F
447,U2024/566532,Bola Ogunmokun,Female,300,Accounting,EEE203,Circuit Theory,2025-07-11,10:45,60,40,Science LT2,J59,Mrs. J. Obi,Copying from neighbor,Yes,Verbal threat reported by invigilator,Score Cancelled (0),On Appeal,E
448,U2024/678888,Maryam Ogunyinka,Female,100,Physics,IFT212,Systems Programming,2024-02-15,11:00,90,40,Science LT1,C47,Dr. B. Yakubu,Copying from neighbor,No,Programmable calculator with stored notes,Score Cancelled (0),Pending,C
449,U2020/760150,Janet Balogun,Male,300,Economics,MTH101,Calculus I,2024-06-16,14:45,60,50,Science LT2,K43,Mrs. P. Lawal,Unauthorized material (calculator),No,Verbal threat reported by invigilator,Score Cancelled (0),Pending,C
450,U2024/526541,Kelechi Oluwole,Male,300,Statistics,CSC307,Database Systems,2025-03-20,14:00,180,40,Science LT2,F50,Dr. R. Hassan,Use of mobile phone,Yes,Whispering repeatedly despite warnings,Suspension (1 semester),Confirmed,F
451,U2024/961240,Gbenga Eze,Female,300,Computer Science,IFT211,Computer Organization & Architecture,2024-04-10,14:15,150,25,CBN Annex,E36,Dr. R. Hassan,Use of mobile phone,Yes,Verbal threat reported by invigilator,Score Cancelled + Repeat Course,Confirmed,C
452,U2024/847868,Bankole Ogunbowale,Male,200,Accounting,CSC205,Data Structures,2025-02-02,10:30,180,60,Auditorium,G37,Dr. R. Hassan,Disorderly conduct,Yes,Notes found under question paper,Expulsion (severe cases),Pending,F
453,U2024/853367,Funke Danladi,Male,200,Physics,BIO203,Biochemistry I,2025-03-04,15:15,150,50,Science LT1,G50,Mrs. J. Obi,Disorderly conduct,Yes,Student observed using phone camera,Suspension (1 semester),Pending,F
454,U2021/602955,Seun Ezekiel,Male,200,Information Technology,CSC301,Operating Systems,2024-06-18,08:00,120,60,Engineering LT,A40,Prof. H. Danladi,Cheat notes/crib,No,Notes found under question paper,Suspension (2 semesters),Confirmed,F
455,U2022/153379,Oma Mohammed,Female,300,Mechanical Engineering,SOC203,Social Research Methods,2025-06-24,08:45,90,40,Auditorium,F08,Mrs. J. Obi,Collusion/whispering,Yes,Name on script mismatched ID card,Suspension (2 semesters),Confirmed,F
456,U2024/965837,Olamide Omojola,Female,300,Business Administration,CSC303,Computer Networks,2025-05-09,12:30,90,25,Main Hall A,F01,Dr. B. Yakubu,Threat/harassment of invigilator,Yes,Raised voice; disrupted hall,Score Cancelled + Repeat Course,On Appeal,D
457,U2024/261177,Oyin Ogunbiyi,Female,100,Computer Science,BIO203,Biochemistry I,2024-12-24,10:45,120,25,Main Hall A,C50,Dr. R. Hassan,Use of mobile phone,Yes,Name on script mismatched ID card,Suspension (1 semester),Pending,E
458,U2020/476687,Paul Aliyu,Male,300,Accounting,BIO203,Biochemistry I,2025-03-14,10:30,60,60,CBN Hall,E03,Mr. T. Okeke,Disorderly conduct,Yes,Programmable calculator with stored notes,Suspension (1 semester),Pending,E
459,U2021/440669,Cynthia Bello,Female,100,Electrical Engineering,STA201,Probability Theory,2024-07-22,15:30,60,60,Auditorium,B07,Dr. A. Musa,Disorderly conduct,Yes,Whispering repeatedly despite warnings,Expulsion (severe cases),Confirmed,C
460,U2023/359781,Oluwatimilehin Okeke,Male,100,Statistics,EEE203,Circuit Theory,2024-08-30,08:30,150,25,CBN Hall,E50,Mrs. K. Adeyemi,Unauthorized material (calculator),Yes,Identical answers with neighbor,Warning,Pending,F
461,U2021/253311,Oma Ibrahim,Male,400,Mechanical Engineering,IFT211,Computer Organization & Architecture,2025-04-30,09:15,90,40,Main Hall B,A25,Mr. C. Nnaji,Impersonation,Yes,Offered inducement after paper,Expulsion (severe cases),Confirmed,D
462,U2022/846151,Oiza Obi,Female,200,Accounting,IFT211,Computer Organization & Architecture,2025-03-12,15:00,180,60,Main Hall A,C03,Dr. A. Musa,Cheat notes/crib,Yes,Notes found under question paper,Score Cancelled + Repeat Course,Pending,F
463,U2020/201593,Femi Adebayo,Male,200,Business Administration,STA201,Probability Theory,2025-04-28,12:00,150,40,Science LT2,F48,Mrs. J. Obi,Copying from neighbor,No,Verbal threat reported by invigilator,Score Cancelled + Repeat Course,Pending,E
464,U2024/786141,Zainab Bassey,Female,200,Physics,BIO203,Biochemistry I,2024-10-09,11:45,60,25,Main Hall B,B35,Dr. B. Yakubu,Collusion/whispering,Yes,Scripts exchanged mid-exam,Warning,Confirmed,D
465,U2022/483791,Adewale Nwankwo,Male,200,Biochemistry,MEE201,Thermodynamics,2024-06-06,08:15,90,60,Engineering LT,B31,Mr. C. Nnaji,Bribery attempt,Yes,Offered inducement after paper,Score Cancelled + Repeat Course,On Appeal,F
466,U2024/638430,Ibrahim Ogunbadejo,Female,100,Electrical Engineering,EEE203,Circuit Theory,2024-10-07,10:30,60,25,Old Hall,G36,Mr. C. Nnaji,Impersonation,Yes,Programmable calculator with stored notes,Suspension (1 semester),Pending,E
467,U2021/410759,Paul Balogun,Male,200,Computer Science,IFT212,Systems Programming,2024-06-12,11:00,180,60,Auditorium,D03,Mrs. P. Lawal,Bribery attempt,Yes,Name on script mismatched ID card,Expulsion (severe cases),Confirmed,D
468,U2024/487040,Blessing Olawale,Female,300,Sociology,CSC307,Database Systems,2024-05-16,12:00,90,40,Auditorium,G58,Dr. B. Yakubu,Bribery attempt,Yes,Identical answers with neighbor,Suspension (1 semester),Confirmed,D
469,U2020/857703,Felix Nwachukwu,Female,100,Political Science,CSC205,Data Structures,2024-12-30,11:30,90,50,Sports Complex Hall,E56,Dr. B. Yakubu,Cheat notes/crib,Yes,Offered inducement after paper,Score Cancelled + Repeat Course,Cleared (insufficient evidence),D
470,U2023/198242,Seun Onyema,Female,200,Accounting,ECO202,Macro Economics,2024-10-02,11:45,90,60,Auditorium,C13,Dr. B. Yakubu,Impersonation,Yes,Raised voice; disrupted hall,Suspension (2 semesters),Confirmed,F
471,U2023/205102,Joseph Oviawe,Male,300,Computer Science,CSC401,Distributed Systems,2024-11-13,10:15,150,40,Main Hall A,K07,Mr. C. Nnaji,Use of mobile phone,Yes,Programmable calculator with stored notes,Score Cancelled + Repeat Course,Confirmed,B
472,U2022/994141,Paul Olawale,Male,100,Electrical Engineering,CSC101,Introduction to Computer Science,2024-09-11,09:30,90,25,Auditorium,H49,Dr. B. Yakubu,Cheat notes/crib,No,Raised voice; disrupted hall,Expulsion (severe cases),Pending,F
473,U2024/411152,Uche Ezekiel,Female,300,Mass Communication,PHY102,General Physics II,2024-06-07,11:00,180,50,Auditorium,A59,Prof. H. Danladi,Bribery attempt,Yes,Notes found under question paper,Suspension (2 semesters),Confirmed,D
474,U2022/179995,Opeyemi Oluwole,Male,200,Accounting,MAC201,News Writing,2024-10-20,11:45,60,60,Science LT2,B58,Dr. A. Musa,Collusion/whispering,No,Verbal threat reported by invigilator,Score Cancelled + Repeat Course,Pending,C
475,U2022/378293,Peter Abubakar,Male,300,Microbiology,ACC201,Financial Accounting,2024-07-04,14:15,120,50,Auditorium,N42,Mr. T. Okeke,Exam script exchange,No,Scripts exchanged mid-exam,Score Cancelled + Repeat Course,Pending,C
476,U2022/434826,Seun Ogunleke,Female,400,Political Science,ECO202,Macro Economics,2024-03-09,09:45,120,40,Engineering LT,K51,Mrs. J. Obi,Use of mobile phone,Yes,Whispering repeatedly despite warnings,Score Cancelled + Repeat Course,Pending,F
477,U2024/914316,Sani Adeyemi,Male,400,Economics,IFT211,Computer Organization & Architecture,2025-07-16,15:45,180,40,CBN Hall,F01,Prof. H. Danladi,Unauthorized material (calculator),Yes,Notes found under question paper,Suspension (2 semesters),Confirmed,D
478,U2023/354276,Ogechi Adeyemi,Male,200,Sociology,MEE201,Thermodynamics,2024-04-22,08:30,120,40,Auditorium,B45,Mr. T. Okeke,Copying from neighbor,Yes,Programmable calculator with stored notes,Suspension (1 semester),Confirmed,F
479,U2020/113083,Iremide Odeyemi,Male,300,Computer Science,ACC201,Financial Accounting,2024-04-18,09:45,180,40,Auditorium,H48,Mr. T. Okeke,Cheat notes/crib,Yes,Offered inducement after paper,Score Cancelled (0),Pending,F
480,U2021/627743,Hauwa Adebayo,Female,400,Economics,PHY102,General Physics II,2024-12-11,15:00,120,25,Engineering LT,L57,Dr. L. Ekanem,Collusion/whispering,Yes,Offered inducement after paper,Suspension (2 semesters),Confirmed,F
481,U2021/519852,Oluwatimilehin Oladipo,Male,300,Mathematics,MTH101,Calculus I,2024-08-20,14:15,120,25,Engineering LT,C53,Mrs. P. Lawal,Bribery attempt,Yes,Verbal threat reported by invigilator,Score Cancelled + Repeat Course,Cleared (insufficient evidence),F
482,U2022/732490,Chisom Muhammad,Male,400,Accounting,ECO202,Macro Economics,2025-02-18,14:15,60,50,Science LT1,C35,Mrs. K. Adeyemi,Unauthorized material (calculator),Yes,Student observed using phone camera,Warning,Pending,D
483,U2023/147899,Aisha Kalu,Male,300,Mechanical Engineering,CSC101,Introduction to Computer Science,2025-07-18,11:00,90,50,Science LT1,A23,Dr. R. Hassan,Use of mobile phone,No,Programmable calculator with stored notes,Suspension (1 semester),Confirmed,E
484,U2020/715698,Ruth Afolayan,Male,400,Mathematics,STA201,Probability Theory,2024-12-30,10:00,120,60,Science LT1,C10,Dr. L. Ekanem,Bribery attempt,Yes,Student observed using phone camera,Suspension (2 semesters),Confirmed,F
485,U2024/997531,Osas Okon,Female,200,Sociology,CSC301,Operating Systems,2024-08-08,10:15,180,50,CBN Hall,D40,Dr. B. Yakubu,Disorderly conduct,Yes,Student observed using phone camera,Score Cancelled + Repeat Course,Pending,F
486,U2021/171472,Opeyemi Ogunmokun,Female,400,Information Technology,POL204,Nigerian Government,2024-01-16,10:30,180,25,Science LT2,B05,Mr. T. Okeke,Disorderly conduct,Yes,Raised voice; disrupted hall,Score Cancelled + Repeat Course,Pending,D
487,U2024/813644,Hadiza Ogunlana,Female,300,Statistics,MEE201,Thermodynamics,2025-03-28,10:00,180,60,Old Hall,K21,Mrs. J. Obi,Cheat notes/crib,Yes,Student observed using phone camera,Suspension (1 semester),Pending,F
488,U2024/518675,Ibrahim Adeyemi,Female,400,Business Administration,EEE203,Circuit Theory,2024-02-13,08:15,180,25,New Hall,L06,Mrs. J. Obi,Collusion/whispering,No,Raised voice; disrupted hall,Score Cancelled (0),Pending,E
489,U2024/609917,Maryam Lawal,Male,400,Information Technology,SOC203,Social Research Methods,2024-03-28,10:00,150,60,Science LT1,H03,Mrs. P. Lawal,Impersonation,Yes,Whispering repeatedly despite warnings,Expulsion (severe cases),Pending,F
490,U2020/895466,Yusuf Ogunleke,Female,200,Accounting,CSC307,Database Systems,2025-08-04,08:45,60,50,Science LT1,L12,Mrs. K. Adeyemi,Unauthorized material (calculator),No,Whispering repeatedly despite warnings,Score Cancelled (0),Pending,B
491,U2022/272525,Samuel Kehinde,Female,100,Business Administration,MAC201,News Writing,2025-04-07,14:15,120,40,New Hall,H35,Mr. T. Okeke,Cheat notes/crib,Yes,Programmable calculator with stored notes,Score Cancelled (0),On Appeal,D
492,U2022/114875,Bankole Ekanem,Male,400,Political Science,POL204,Nigerian Government,2024-01-11,16:15,60,40,New Hall,F08,Mr. C. Nnaji,Exam script exchange,Yes,Identical answers with neighbor,Suspension (1 semester),Confirmed,E
493,U2024/495896,Maryam Kehinde,Male,400,Political Science,CSC101,Introduction to Computer Science,2024-05-08,15:00,60,40,CBN Hall,L37,Dr. A. Musa,Impersonation,Yes,Scripts exchanged mid-exam,Suspension (2 semesters),Confirmed,F
494,U2023/648583,Kemi Oluwole,Male,300,Sociology,CSC101,Introduction to Computer Science,2024-11-10,16:00,150,60,Auditorium,H28,Mrs. J. Obi,Unauthorized material (calculator),Yes,Whispering repeatedly despite warnings,Suspension (2 semesters),Pending,E
495,U2020/746195,Oyin Udo,Female,400,Economics,CSC401,Distributed Systems,2024-10-18,14:30,180,25,CBN Annex,J07,Dr. L. Ekanem,Use of mobile phone,Yes,Offered inducement after paper,Suspension (1 semester),Pending,E
496,U2022/932308,Temi Yakubu,Female,300,Political Science,CSC205,Data Structures,2025-03-06,11:15,150,60,Main Hall A,F51,Prof. H. Danladi,Use of mobile phone,Yes,Offered inducement after paper,Score Cancelled (0),Confirmed,D
497,U2024/432892,Chisom Ogunbadejo,Female,300,Political Science,MTH101,Calculus I,2025-02-28,11:00,150,25,CBN Hall,J26,Prof. H. Danladi,Cheat notes/crib,Yes,Verbal threat reported by invigilator,Suspension (2 semesters),Confirmed,F
498,U2024/224122,Olamilekan Ogunmokun,Female,400,Electrical Engineering,CSC205,Data Structures,2025-02-03,10:45,120,40,Sports Complex Hall,E54,Mrs. P. Lawal,Unauthorized material (calculator),Yes,Whispering repeatedly despite warnings,Score Cancelled (0),Confirmed,F
499,U2024/500980,Amaka Chukwu,Female,100,Information Technology,IFT212,Systems Programming,2024-01-27,14:00,180,40,Sports Complex Hall,L50,Mrs. J. Obi,Cheat notes/crib,Yes,Whispering repeatedly despite warnings,Warning,Confirmed,D
500,U2024/208442,Sade Ekanem,Male,300,Mechanical Engineering,IFT211,Computer Organization & Architecture,2025-07-02,11:45,120,25,Main Hall B,C19,Dr. R. Hassan,Copying from neighbor,Yes,Whispering repeatedly despite warnings,Score Cancelled (0),Pending,C
501,U2021/820724,Oiza Okonkwo,Female,300,Sociology,MEE201,Thermodynamics,2024-07-31,14:00,150,25,Sports Complex Hall,H52,Mr. T. Okeke,Unauthorized material (calculator),Yes,Whispering repeatedly despite warnings,Warning,Cleared (insufficient evidence),D
